Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	# Decoy Protein: Combined	Coverage [%]	# Peptides	# PSMs	# Protein Unique Peptides	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Grouped): Empty	Abundances (Grouped): T1A	Abundances (Grouped): T1H	Abundances (Grouped): T3A	Abundances (Grouped): T3H	Abundances (Grouped): T5A	Abundances (Grouped): T5H	Abundances (Grouped): Wild	Abundances (Grouped) CV [%]: Empty	Abundances (Grouped) CV [%]: T1A	Abundances (Grouped) CV [%]: T1H	Abundances (Grouped) CV [%]: T3A	Abundances (Grouped) CV [%]: T3H	Abundances (Grouped) CV [%]: T5A	Abundances (Grouped) CV [%]: T5H	Abundances (Grouped) CV [%]: Wild	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Abundances Count: F1: 127C, Sample, Empty"	"Abundances Count: F1: 128C, Sample, Empty"	"Abundances Count: F1: 128N, Sample, T1A"	"Abundances Count: F1: 129N, Sample, T1A"	"Abundances Count: F1: 129C, Sample, T1H"	"Abundances Count: F1: 130N, Sample, T1H"	"Abundances Count: F1: 130C, Sample, T3A"	"Abundances Count: F1: 131N, Sample, T3A"	"Abundances Count: F1: 131C, Sample, T3H"	"Abundances Count: F1: 132N, Sample, T3H"	"Abundances Count: F1: 132C, Sample, T5A"	"Abundances Count: F1: 133N, Sample, T5A"	"Abundances Count: F1: 133C, Sample, T5H"	"Abundances Count: F1: 134N, Sample, T5H"	"Abundances Count: F1: 126, Sample, Wild"	"Abundances Count: F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g36259.t1	Montipora_capitata_KBHIv3___RNAseq.g36259.t1	0	23.235	0	26	9	21	4	4	437	48.4	6.73	14.1	9	2		292.4	296.9	290.3	297.5	238.5	283.4	348.4		23.32	9.74	7.66	8.77	8.76	10.43	9.28			345.4	247.6	277.1	318.1	306.5	275	316.6	279.6	224.1	253.8	305.2	263.3	372	326.2			4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g16020.t2	Montipora_capitata_KBHIv3___RNAseq.g16020.t2	0	20.66	0	2	8	8	8	8	4565	499.6	5.16	14.06	8	0		96.2	82.5	78.7	76.6	118.3	107.4	75		0.22	3.53	1.81	5.5	2.2	10.54	22.29			96.4	96.1	80.5	84.6	77.7	79.7	79.7	73.7	120.1	116.5	115.8	99.7	63.9	87.9			2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s45_g3998_i1	Durusdinium_trenchii_CCMP2556_v1___s45_g3998_i1	0.004	2.47	23	3	1	1	0	1	293	32.4	5.66	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s1963_g45000	Durusdinium_trenchii_CCMP2556_v1___s1963_g45000	0	13.397	0	9	4	4	0	4	712	77.2	5.67	10.07	4	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37762.t1	Montipora_capitata_KBHIv3___RNAseq.g37762.t1	0.003	2.655	16	2	2	2	0	2	830	93.2	9.13	0	2	0		73.1	52.4	52.2	47	62.3	79.4	81.9		13.22	2.7	6.4	4.16	16.22	74.61	35.58			80.3	66.6	53.4	51.4	54.7	49.9	45.6	48.4	69.9	55.5	44.1	142.8	105.9	63.3			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s79_g6260	Durusdinium_trenchii_CCMP2556_v1___s79_g6260	0	4.731	1	2	1	1	0	1	568	60.5	7.08	0	1	0		21.8	13.4	24.6	7.1	18.1	25.3	22.5		19.64	4.72	21.29	14.52	32.32	89.73	48.83			19	25.1	13	13.9	28.7	21.2	6.4	7.9	22.8	14.3	11.9	53.4	15.7	32.3			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18055.t1	Montipora_capitata_KBHIv3___RNAseq.g18055.t1	0	25.839	0	12	8	10	8	8	751	84	6.6	9.7	8	0	721.8	914.5	910.6	913.8	920.7	843.6	824.5	883.8		7.43	2.15	6.19	4.61	19.49	14.69	2.27		721.8	867.7	963.8	924.5	896.8	954.7	874.6	891.1	951.1	734.4	969.1	915.1	742.9	898.1	869.8		3	7	7	7	7	7	7	7	7	7	7	7	7	7	7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g830.t1	Montipora_capitata_KBHIv3___RNAseq.g830.t1	0	6.407	0	7	2	2	2	2	468	52.7	4.86	5.52	2	0		73.7	77.2	77.8	80.1	62.4	69.4	69.6		15.58	17.01	5.19	5.53	2.54	4.79	9.76			66	82.3	87.1	68.4	75	80.7	77.1	83.3	63.5	61.3	67.1	71.8	65	74.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15983.t1	Montipora_capitata_KBHIv3___RNAseq.g15983.t1	0	13.972	0	26	3	5	2	2	125	13.5	4.59	13.75	3	0		180.4	196	141.1	168	104.6	180.1	164.6		0.93	24.11	3.99	11.83	79.18	20.14	16.96			179.2	181.6	165	232.8	145.1	137.1	182.7	154.5	55.6	196.9	207.9	156.1	145.9	185.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g37202.t2a	Montipora_capitata_KBHIv3___TS.g37202.t2a	0	9.778	0	3	4	4	4	4	1700	192.7	6.02	4.67	4	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22883.t1	Montipora_capitata_KBHIv3___RNAseq.g22883.t1	0.006	1.997	41	1	1	1	1	1	617	67.4	5.47	0	1	0		172.1	157	172.4	118.4	163.9	153.5	157.7		13.03	21.41	7.96	15.09	3.22	22.02	4.44			188.8	157	134.7	182.8	163	182.4	106.4	131.8	167.7	160.2	131.2	179.5	162.8	152.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.3408_t	Montipora_capitata_KBHIv3___RNAseq.3408_t	0.007	1.936	46	4	1	1	1	1	310	34.2	5.77	0	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26825.t1	Montipora_capitata_KBHIv3___RNAseq.g26825.t1	0	5.084	1	1	1	1	0	1	1305	145.1	7.64	3.63	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g48640.t1	Montipora_capitata_KBHIv3___RNAseq.g48640.t1	0	41.576	0	18	8	16	8	8	660	73.4	6.21	13.14	8	0	516.8	128.3	126	122.3	94.5	139.9	60.8	119.1		14.48	5.42	27.75	23.88	47.31	25.61	0.05		516.8	142.2	115.8	121.3	131	100.3	149.2	112.1	79.7	198.1	98.8	73	50.6	119.1	119.2		2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g15310.t1	Montipora_capitata_KBHIv3___RNAseq.g15310.t1	0	28.287	0	21	7	9	7	7	410	46.6	7.06	4.13	7	0	148.2	225.6	298.2	248.8	335.6	254.2	293.3	234.4		5.81	14.45	6.39	11.33	2.17	1.36	14.21		148.2	235.1	216.5	269.1	330.3	237.8	260.3	309.7	363.6	258.2	250.4	290.5	296.2	259.2	211.9		2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35024.t1	Montipora_capitata_KBHIv3___RNAseq.g35024.t1	0	31.139	0	30	10	15	5	9	386	43.8	6.54	22.04	10	1	372.5	1463.3	1258.9	1336.4	1543.8	1727.6	676.6	1331.3	88.85	5.74	4.29	3.28	2.88	16.08	91.15	7.91	779.7	178	1405	1524	1297.7	1221.3	1305.7	1367.8	1575.5	1512.7	1936.6	1541.2	1455.3	314.6	1407.9	1258.8	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20427.t1	Montipora_capitata_KBHIv3___RNAseq.g20427.t1	0	4.454	1	2	1	1	0	1	991	111.3	5.82	2.35	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s491_g22303	Durusdinium_trenchii_CCMP2556_v1___s491_g22303	0.002	2.959	13	5	1	2	0	1	180	19	4.56	4.13	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g37097.t1	Montipora_capitata_KBHIv3___RNAseq.g37097.t1	0	21.22	0	18	7	7	7	7	395	45.4	8.34	6.78	7	0	780.4	626	595.8	572.5	560.2	650.8	543.6	591.8	1.17	10.7	0.97	6.98	12.41	13.44	3.18	11.85	774	786.8	580.3	675.3	591.8	599.9	544.9	601.5	611.7	513	591.7	715.9	555.9	531.5	544.1	643.6	1	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g783.t1	Montipora_capitata_KBHIv3___RNAseq.g783.t1	0.003	2.618	16	3	1	1	0	1	409	46.3	5.77	2.43	1	0	199.9	148.3	164.1	192.2	114	138.6	134.6	159.4		12.23	18.03	5.36	4.35	48.4	16.42	14.83		199.9	161.8	136	144.4	186.6	185.1	199.7	117.5	110.5	198	97	119.8	151.2	177.1	143.5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24596.t1b	Montipora_capitata_KBHIv3___RNAseq.g24596.t1b	0.002	3.138	13	2	1	1	1	1	1065	120	7.66	2.1	1	0																																																	Not Found	Not Found	High	Not Found	High	Not Found	Not Found	High	High	Not Found	High	Not Found	Not Found	Not Found	High	High	1	
FALSE	High	Master Protein	Cladocopium_goreaui_v3___evm.model.scf7180000353437.17	Cladocopium_goreaui_v3___evm.model.scf7180000353437.17	0	6.504	0	2	2	2	0	2	1050	115.1	6.05	2.07	2	0		6.8	14.1	11.8	10.7	31.3	49.6	16.9		31.69	16.96	9.35	18.1	90.7	34.31	36.18			8.6	5.4	12.5	15.9	12.6	11	9.4	12.1	67	14.6	38.7	63.6	13	22			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26437.t1	Montipora_capitata_KBHIv3___RNAseq.g26437.t1	0.004	2.549	23	3	1	1	1	1	314	35.1	4.96	0	1	0	423.6	12.1	13.2	12.9	13.6	21.3	15.6	17.9		8.01	14.12	27.22	14.35	19.23	35.38	28.97	423.6		11.4	12.8	11.9	14.6	15.6	10.6	12.3	15.1	18.6	24.4	20.2	12.1	22.1	14.6	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4486.t1	Montipora_capitata_KBHIv3___TS.g4486.t1	0	7.321	0	21	2	2	2	2	112	12.8	9.01	2.32	2	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Durusdinium_trenchii_CCMP2556_v1___s2434_g47831	Durusdinium_trenchii_CCMP2556_v1___s2434_g47831	0.002	2.91	13	1	1	1	0	1	788	88.2	5.54	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42944.t1	Montipora_capitata_KBHIv3___RNAseq.g42944.t1	0	37.297	0	8	10	11	10	10	1673	190	6.29	10.02	10	0		166.9	251.6	289.4	278.6	178.8	218.1	184.7		3.43	13.66	5.62	0.4	13.95	13.88	17.52			171	162.9	277.2	228.4	301.1	278.1	279.4	277.8	197.4	162	197.7	240.7	209.2	163.1			4	4	4	4	4	4	4	4	4	4	4	4	4	4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35013.t1	Montipora_capitata_KBHIv3___RNAseq.g35013.t1	0.005	2.138	35	2	1	1	1	1	890	98.6	5.55	2.79	1	0		21.3	16.9	17.3	16.6	18.4	20.8	15.6		0.3	9.31	6.32	6.98	6.41	2.57	8.13			21.3	21.4	18	15.8	18.1	16.5	15.8	17.4	19.3	17.6	21.2	20.5	14.7	16.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g4590.t1	Montipora_capitata_KBHIv3___RNAseq.g4590.t1	0	63.69	0	13	12	13	12	12	1558	168.7	5.96	28.61	12	0	440.2	249.6	243.6	264.1	289.8	216.2	267.4	334.4	124.06	15.02	33.24	7.6	5.91	39.03	10.41	17.13	1721.2	112.6	277.7	224.3	309.6	191.7	250.3	278.7	277.9	302.2	162.9	287	248.4	287.8	377.7	296.1	2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.28173_t	Montipora_capitata_KBHIv3___RNAseq.28173_t	0.003	2.756	16	4	1	1	0	1	375	39.6	5.11	1.96	1	0																																																	Not Found	Not Found	Not Found	Not Found	High	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g11942.t1	Montipora_capitata_KBHIv3___RNAseq.g11942.t1	0	26.877	0	17	8	13	7	7	516	58.8	5.95	16.94	8	1	430.3	671.2	750.5	658	621.2	703.8	554.3	665.2		1.77	5.81	1.87	3.8	18.66	7.92	17.64		430.3	679.6	662.8	720.3	782	649.3	666.8	604.7	638.1	616.3	803.7	524.1	586.3	586.8	754.1		2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g4929.t1	Montipora_capitata_KBHIv3___RNAseq.g4929.t1	0	9.391	0	10	2	3	2	2	259	28.3	7.93	4.36	2	0	1026.8	27.8	31.1	32.3	32.4	29.2	29	32.7		10.34	9.26	14.32	16.44	9.92	21.69	14.73	1026.8		25.8	29.9	29.1	33.2	29.2	35.8	36.4	28.8	31.3	27.2	24.9	33.9	29.5	36.3	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3482.t1	Montipora_capitata_KBHIv3___RNAseq.g3482.t1	0	8.034	0	31	3	7	3	3	91	10.6	4.97	4.74	3	0	147.7	329.8	247.1	280.1	242.3	305.5	262.4	281.2		0.2	0.71	12.66	3.81	8.39	22.49	5.83		147.7	329.3	330.2	245.8	248.3	306.4	256.1	248.9	235.8	287.9	324.2	308	223.5	269.8	293		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g36995.t1	Montipora_capitata_KBHIv3___TS.g36995.t1	0	10.839	0	6	3	3	3	3	840	94.9	8.56	5.47	3	0	185.7	111.2	86.7	109	113.7	94.9	142	67.4		3.4	6.73	5.69	0.26	32.48	18.48	32.65		185.7	113.9	108.6	82.7	91	113.5	104.7	113.9	113.5	75.1	119.9	124.5	161.9	53.3	85.2		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43100.t1	Montipora_capitata_KBHIv3___RNAseq.g43100.t1	0	36.383	0	26	6	9	6	6	420	43.4	7.91	24.33	6	0		321.4	227.7	277.3	175.4	301.8	257.6	282.4		0.48	1.54	1.64	2.39	2.93	10.34	20.84			320.3	322.5	225.2	230.2	280.5	274.1	178.4	172.4	295.6	308.1	239.4	277.2	243.5	327.6			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3218.t1	Montipora_capitata_KBHIv3___RNAseq.g3218.t1	0	9.446	0	4	2	2	2	2	967	114	9.14	2.09	2	0	211.1	50.6	53	52.5	38.8	42.9	40.6	43.6		11.05	18.01	5.89	0.89	15.17	10.71	0.24		211.1	54.7	46.8	46.6	60.2	54.8	50.4	38.6	39.1	47.8	38.6	37.6	43.8	43.5	43.6		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g9189.t1	Montipora_capitata_KBHIv3___RNAseq.g9189.t1	0	28.267	0	20	6	8	6	6	450	49.5	7.21	16.03	6	0	855.1	574.1	510.7	470.3	478.8	579	530	466.1	21.1	6.02	3.43	2.51	3.11	6.21	6.97	17.67	735.7	993.8	550.1	599	498.5	523.3	462.1	478.8	468.4	489.5	554.1	605	556.8	504.5	411.1	528.5	1	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g45095.t1	Montipora_capitata_KBHIv3___RNAseq.g45095.t1	0	22.891	0	15	6	8	6	6	603	68.1	6.77	10.98	6	0		143.2	91.9	235.1	104.4	78.7	90.8	253.7		30.86	50.2	10.94	7.41	14.58	35.65	10			178.8	114.8	63.4	133.2	217.6	254	99.1	110	70.9	87.2	117.4	70.2	236.3	272.3			3	3	3	3	3	3	3	3	3	3	3	3	3	3	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22862.t1	Montipora_capitata_KBHIv3___RNAseq.g22862.t1	0	7.26	0	36	2	3	2	2	90	9.7	9.5	1.95	2	0		23.7	23.9	26	21.6	27.5	22.2	20		42.04	1.28	2.38	24.12	19.27	8.76	30.52			17.4	32.2	24.1	23.7	26.5	25.6	18.2	25.6	24	31.5	23.7	20.9	16.1	24.9			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g24881.t1	Montipora_capitata_KBHIv3___RNAseq.g24881.t1	0.002	3.083	13	3	1	1	1	1	505	57.6	7.61	0	1	0																																																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6951.t1	Montipora_capitata_KBHIv3___RNAseq.g6951.t1	0	5.181	1	3	1	1	1	1	531	60.9	4.69	2.1	1	0		29.3	29.2	24.8	22.7	24.3	26.7	25.3		23.58	33.86	6.9	26.54	6.94	2.42	39.7			34.7	24.8	22.9	37.3	26	23.6	27.4	18.8	23.1	25.5	26.3	27.2	18.9	33.7			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g3808.t1	Montipora_capitata_KBHIv3___TS.g3808.t1	0	3.701	1	2	1	1	1	1	1015	110.5	7.5	2.19	1	0																																																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40982.t1a	Montipora_capitata_KBHIv3___RNAseq.g40982.t1a	0	5.526	1	5	2	2	2	2	445	49.3	6.77	4.24	2	0		52.7	50.3	48.6	50.6	50.5	56.3	45.5		4	22.38	4.04	0.72	2.21	10.41	0.9			54.2	51.2	59	42.9	47.2	50	50.9	50.4	49.8	51.3	60.6	52.3	45.2	45.8			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27683.t1a	Montipora_capitata_KBHIv3___RNAseq.g27683.t1a	0	7.582	0	3	3	3	2	2	974	109	9.64	2.1	3	0		31.8	25.1	27.1	18.3	32.2	39.2	29.6		4.14	4.24	12.84	1.13	4.96	72	26.07			30.9	32.7	24.3	25.8	24.8	29.7	18.4	18.1	31.1	33.4	22.4	68.8	35.7	24.6			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g47165.t2	Montipora_capitata_KBHIv3___TS.g47165.t2	0	24.794	0	25	7	7	7	7	334	39.2	6.23	13.71	7	0	231.7	287.4	327.8	252.2	366.5	284.6	400.2	276.8		4.77	28.33	3.07	11.52	52.39	6.99	7.59		231.7	297.3	277.9	267.5	401.6	257.8	246.8	337.7	397.6	192.9	419.9	420.5	380.9	262.3	292.1		1	5	5	5	5	5	5	5	5	5	5	5	4	5	5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g40808.t1	Montipora_capitata_KBHIv3___RNAseq.g40808.t1	0	26.362	0	14	7	8	7	7	585	65.9	6.92	9.52	7	0		89.5	144.7	115.4	184.4	89.8	121.8	79.3		8.92	0.56	6.8	14.78	9.76	21.13	1.74			84	95.4	145.3	144.1	110	121.1	166	204.8	96.2	83.8	141.6	104.8	80.3	78.3			3	3	3	3	3	3	3	3	3	3	3	3	3	3	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23097.t1	Montipora_capitata_KBHIv3___RNAseq.g23097.t1	0	7.6	0	13	2	3	2	2	201	22.8	4.94	4.13	2	0																																																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g14847.t1	Montipora_capitata_KBHIv3___RNAseq.g14847.t1	0.003	2.695	16	4	1	1	1	1	257	29.1	4.97	0	1	0																																																	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12079.t1	Montipora_capitata_KBHIv3___RNAseq.g12079.t1	0	33.933	0	31	8	9	8	8	328	37.1	5.05	7.59	8	0	763.5	235.7	303.1	265.5	291.4	263.3	266.5	221	123.45	4.38	9.65	3.2	10.28	8.29	7.59	0.33	2930.8	198.9	228.5	243.1	283.1	324.5	271.6	259.6	270.9	313.4	248.3	279.2	281.2	252.5	221.5	220.5	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44553.t1	Montipora_capitata_KBHIv3___RNAseq.g44553.t1	0.002	3.145	13	5	1	1	1	1	366	42.7	5.27	0	1	0		17.8	14	10.8	9.8	21.2	22.7	21.2		16.22	11.7	3.58	4.74	9.52	44.12	26.31			15.9	20	15.2	12.9	11.1	10.6	10.1	9.4	19.9	22.7	16.4	31.3	25.6	17.5			1	1	1	1	1	1	1	1	1	1	1	1	1	1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
