Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	"Abundances (Normalized): F1: 127C, Sample, Empty"	"Abundances (Normalized): F1: 128C, Sample, Empty"	"Abundances (Normalized): F1: 128N, Sample, T1A"	"Abundances (Normalized): F1: 129N, Sample, T1A"	"Abundances (Normalized): F1: 129C, Sample, T1H"	"Abundances (Normalized): F1: 130N, Sample, T1H"	"Abundances (Normalized): F1: 130C, Sample, T3A"	"Abundances (Normalized): F1: 131N, Sample, T3A"	"Abundances (Normalized): F1: 131C, Sample, T3H"	"Abundances (Normalized): F1: 132N, Sample, T3H"	"Abundances (Normalized): F1: 132C, Sample, T5A"	"Abundances (Normalized): F1: 133N, Sample, T5A"	"Abundances (Normalized): F1: 133C, Sample, T5H"	"Abundances (Normalized): F1: 134N, Sample, T5H"	"Abundances (Normalized): F1: 126, Sample, Wild"	"Abundances (Normalized): F1: 127N, Sample, Wild"	"Found in Sample: [S3] F1: 127C, Sample, Empty"	"Found in Sample: [S5] F1: 128C, Sample, Empty"	"Found in Sample: [S4] F1: 128N, Sample, T1A"	"Found in Sample: [S6] F1: 129N, Sample, T1A"	"Found in Sample: [S7] F1: 129C, Sample, T1H"	"Found in Sample: [S8] F1: 130N, Sample, T1H"	"Found in Sample: [S9] F1: 130C, Sample, T3A"	"Found in Sample: [S10] F1: 131N, Sample, T3A"	"Found in Sample: [S11] F1: 131C, Sample, T3H"	"Found in Sample: [S12] F1: 132N, Sample, T3H"	"Found in Sample: [S13] F1: 132C, Sample, T5A"	"Found in Sample: [S14] F1: 133N, Sample, T5A"	"Found in Sample: [S15] F1: 133C, Sample, T5H"	"Found in Sample: [S16] F1: 134N, Sample, T5H"	"Found in Sample: [S1] F1: 126, Sample, Wild"	"Found in Sample: [S2] F1: 127N, Sample, Wild"	# Protein Groups	Modifications
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43157.t1	Montipora_capitata_KBHIv3___RNAseq.g43157.t1	0.034	FALSE	1.135	2	1	1	1	287	32	9.66	0	1	0		180.7	39.2	50	60.6	61.8	47.3	57	41.7	48.9	29.6	44.6	39.6	31.5	53.9	40.2	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18499.t1	Montipora_capitata_KBHIv3___RNAseq.g18499.t1	0	FALSE	20.929	28	5	5	5	261	29.8	7.69	2.84	5	0		933.1	119.4	100.7	117.6	117.2	117.9	117.1	87.5	98.4	96.8	97.5	78.6	99.1	118.4	101.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12732.t1	Montipora_capitata_KBHIv3___RNAseq.g12732.t1	0	FALSE	8.294	3	2	2	2	832	93.4	6.83	2.15	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42304.t1	Montipora_capitata_KBHIv3___RNAseq.g42304.t1	0	FALSE	15.284	7	5	5	5	1017	113.1	6.27	6.44	5	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	Not Found	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26552.t1	Montipora_capitata_KBHIv3___RNAseq.g26552.t1	0	FALSE	6.466	5	3	3	3	620	71.1	6.27	0	3	0			151.1	153.1	225	208.2	206.9	208.7	199.5	215	75	135.6	180.9	196	157.8	124.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g47456.t1	Montipora_capitata_KBHIv3___RNAseq.g47456.t1	0	FALSE	10.689	24	3	3	3	203	22.2	9.01	3.34	3	0		329.1	88.2	112.2	76.5	91.9	93	106.7	70.9	106	63.3	124.5	103.9	81.6	81.4	98.3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g50254.t1	Montipora_capitata_KBHIv3___RNAseq.g50254.t1	0	FALSE	24.66	34	6	6	6	222	25.3	7.91	5.23	6	0	872.2		293.7	327.4	264.9	274.1	278.4	286.1	284.5	302.4	306.8	312.2	254.7	256.8	275.8	361.2	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22260.t1	Montipora_capitata_KBHIv3___RNAseq.g22260.t1	0.009	FALSE	1.764	2	1	1	1	739	82.8	6.87	0	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	High	High	High	Not Found	Not Found	High	Not Found	High	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19727.t1	Montipora_capitata_KBHIv3___RNAseq.g19727.t1	0	FALSE	74.752	18	12	35	8	707	78.4	5.26	39	12	3	26.2	870	1016.8	1020.3	867.9	817.6	910.4	817.6	830.4	888.2	875.7	1189.6	834.9	581.7	1223.9	1037.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g38470.t1	Montipora_capitata_KBHIv3___RNAseq.g38470.t1	0	FALSE	34.095	17	7	8	7	539	62.4	7.62	8.89	7	0			157.3	146.9	183.2	173.5	173.8	159.8	228.5	222.4	206.2	172.6	277.1	253.1	151.7	170.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___TS.g46194.t1	Montipora_capitata_KBHIv3___TS.g46194.t1	0.014	FALSE	1.568	5	1	1	1	224	25.1	9.57	1.87	1	0																	Not Found	Not Found	High	Not Found	High	Not Found	Not Found	High	Not Found	High	High	Not Found	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41961.t1	Montipora_capitata_KBHIv3___RNAseq.g41961.t1	0	FALSE	17.732	1	5	5	5	5337	594.5	4.89	4.79	5	0			225.5	277.7	109	126.5	146.6	235.6	56.2	54	82.7	142.8	69.6	193.5	107.6	143.4	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g9955.t1	Montipora_capitata_KBHIv3___TS.g9955.t1	0	FALSE	7.351	10	2	2	2	260	27.6	8.69	3.2	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g21580.t1	Montipora_capitata_KBHIv3___RNAseq.g21580.t1	0.015	FALSE	1.519	2	1	1	1	404	44.3	7.01	0	1	0			114.8	93.7	103.4	114.3	95.3	101.1	81.8	70	62.6	119.7	88.7	88.3	98.2	111.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g48623.t2	Montipora_capitata_KBHIv3___TS.g48623.t2	0	FALSE	19.156	5	4	6	4	719	80.6	5.67	0	4	0			131.2	121	70.5	88.9	108.9	103.1	76.6	88.1	133.9	143.1	108.4	127.4	80.8	113.2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g7245.t1	Montipora_capitata_KBHIv3___RNAseq.g7245.t1	0	FALSE	19.792	22	6	7	6	296	34.2	7.78	2.78	6	0	3887.7	528.7	582.6	508.7	421.7	505.3	480.7	489.9	407.6	375	367.5	589.5	415.9	342.7	476.3	467.1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g31044.t1	Montipora_capitata_KBHIv3___RNAseq.g31044.t1	0	FALSE	6.399	3	2	2	2	787	90.8	8.09	0	2	0			167	159.2	126.7	120.3	193	172.4	126	140.2	158.5	128.5	148.5	187.5	197.8	155.2	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8895.t1	Montipora_capitata_KBHIv3___RNAseq.g8895.t1	0	FALSE	17.45	23	5	6	5	291	32.8	6.92	8.15	5	0		632.3	141.9	162.5	160.5	143.1	155.3	148.7	142.2	141.1	170	148.8	118.7	140.5	119.5	138.3	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g31797.t2	Montipora_capitata_KBHIv3___TS.g31797.t2	0.002	FALSE	2.847	9	1	1	1	112	12.5	6.92	2.36	1	0			98.3	106.9	91.2	81.1	90.3	100.9	85.2	70.5	241.8	113.6	78.2	96.5	85.9	92.5	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g34914.t2	Montipora_capitata_KBHIv3___TS.g34914.t2	0	FALSE	15.332	7	3	3	3	524	58	8.29	7.16	3	0		602	166.4	121.1	113.9	135.5	159.4	150.3	105.8	95.3	155.9	160	125.3	201.9	187.3	170.5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27713.t1	Montipora_capitata_KBHIv3___RNAseq.g27713.t1	0	FALSE	8.241	2	2	2	1	1165	127.3	8.82	2.67	2	0																	Not Found	Not Found	High	High	High	Not Found	High	High	High	High	Not Found	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19349.t1	Montipora_capitata_KBHIv3___RNAseq.g19349.t1	0	FALSE	17.767	25	4	7	3	206	23.6	8.73	0	4	0			30.8	47.3	44.3	36.9	39.3	37.3	38.9	39.1	29.8	34.6	31.4	37.9	31.8	36.9	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g18572.t1	Montipora_capitata_KBHIv3___RNAseq.g18572.t1	0.002	FALSE	3.147	3	1	1	1	356	40.9	6.87	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20498.t1	Montipora_capitata_KBHIv3___RNAseq.g20498.t1	0.002	FALSE	2.746	2	1	1	1	403	45.5	6.71	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g783.t1	Montipora_capitata_KBHIv3___TS.g783.t1	0.001	FALSE	3.827	7	1	1	1	256	28.6	4.94	2.48	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g11342.t1b	Montipora_capitata_KBHIv3___TS.g11342.t1b	0	FALSE	34.629	52	8	11	8	317	34.4	9.2	10.17	8	0		400.4	232	174.2	141	195.5	290	344	162.8	161.5	71.2	121.4	151.9	114.2	353.1	368.6	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g42280.t1	Montipora_capitata_KBHIv3___RNAseq.g42280.t1	0	FALSE	116.987	41	28	61	25	671	74.1	5.44	12.49	28	3		4012.5	2675.6	1656.9	2626.8	3318.2	2397.8	2378.9	3176.2	3186.4	2200.3	2291.6	3015.8	2652.4	2411.6	2229.5	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g5366.t1	Montipora_capitata_KBHIv3___RNAseq.g5366.t1	0.031	FALSE	1.174	7	1	1	1	90	10.3	9.36	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6802.t1	Montipora_capitata_KBHIv3___RNAseq.g6802.t1	0.001	FALSE	4.165	1	2	2	2	1327	147.6	6.98	1.94	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g29536.t1	Montipora_capitata_KBHIv3___RNAseq.g29536.t1	0	FALSE	13.553	30	4	4	4	174	19.4	9.94	6.05	4	0		381.5	222.8	227.6	194	236.7	177.2	205.1	192.2	214.1	181.1	223.4	188.2	186	154.1	203.7	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g46219.t1	Montipora_capitata_KBHIv3___RNAseq.g46219.t1	0	FALSE	28.582	34	8	12	8	256	28.4	8.56	7.23	8	0		503.6	722.1	688.8	630.9	636.7	650.3	657.1	608.2	604.3	648.3	746.2	636	655.5	655.5	673.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g11844.t2	Montipora_capitata_KBHIv3___TS.g11844.t2	0.001	FALSE	3.892	14	2	2	2	304	31.8	5.97	0	2	0			27.1	16.4	23.7	25	25.1	24.4	30.8	35.6	44.5	24.7	32.6	63.5	29.3	28.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g20814.t1	Montipora_capitata_KBHIv3___TS.g20814.t1	0	FALSE	33.152	34	7	9	7	255	28.8	8.09	13.4	7	0	655.6	818.4	461.6	516	427.8	445.2	469.9	542.4	320.7	322	600.7	397.7	255.2	337	360.4	468.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g41538.t1	Montipora_capitata_KBHIv3___RNAseq.g41538.t1	0.023	FALSE	1.278	4	1	1	1	251	29.1	6.18	2.05	1	0																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g35591.t1	Montipora_capitata_KBHIv3___RNAseq.g35591.t1	0.001	FALSE	3.592	8	1	2	1	117	13.2	10.39	0	1	0																	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g40229.t1a	Montipora_capitata_KBHIv3___TS.g40229.t1a	0	FALSE	20.359	7	7	7	7	1029	113.1	5.27	4.64	7	0	2230.1	65.7	232.7	227.7	259.3	272.2	258.3	224.5	217.3	241.8	253.3	250.3	270.3	280.2	228.9	251.7	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g12834.t1	Montipora_capitata_KBHIv3___RNAseq.g12834.t1	0.001	FALSE	4.338	6	2	2	2	223	25.4	5.54	2.17	2	0	484.1	296.9	29.6	21.6	29.6	29.1	26	28.8	32.2	33.7	25.7	21.5	15.3	30.9	23.9	27.3	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33749.t1	Montipora_capitata_KBHIv3___RNAseq.g33749.t1	0	FALSE	27.822	5	8	8	8	1802	203	8.21	5.28	8	0	488.8	449.6	219.4	166.9	139.9	162.4	163.8	166.1	188.4	189.4	168	191	136	125.7	160.4	206.8	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33831.t1	Montipora_capitata_KBHIv3___RNAseq.g33831.t1	0.011	FALSE	1.653	3	1	1	1	217	24.1	7.49	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g38258.t1	Montipora_capitata_KBHIv3___TS.g38258.t1	0	FALSE	25.307	10	6	9	1	865	91.3	9.25	14.62	6	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g38979.t1	Montipora_capitata_KBHIv3___RNAseq.g38979.t1	0.001	FALSE	4.711	2	1	1	1	568	64.4	8.69	0	1	0			16.5	13.2	13.5	17.9	21.4	22	10.8	16.5	33.6	14.1	16.1	18.4	20.5	19	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g46809.t2	Montipora_capitata_KBHIv3___RNAseq.g46809.t2	0	FALSE	38.543	21	8	8	8	540	60.1	6.89	7.69	8	0	1932.3		296.3	311.3	293.4	254.8	245.5	250	347.1	447.7	171.6	259.5	318.6	220.3	268.9	231.8	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g31751.t2	Montipora_capitata_KBHIv3___TS.g31751.t2	0	FALSE	22.498	33	6	6	6	257	29.6	8.78	7.69	6	0			367.5	382.3	359.5	388.8	336.9	346.4	355.7	382.4	429.7	430	414.1	391.3	324.9	371.9	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8807.t2	Montipora_capitata_KBHIv3___RNAseq.g8807.t2	0	FALSE	15.078	11	5	5	5	460	51.5	5.29	6.91	5	0		206.5	155.8	205.4	156.5	181.1	146.5	179.7	161.6	159.6	231.7	209.6	152.5	236	136.2	179.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6489.t1	Montipora_capitata_KBHIv3___RNAseq.g6489.t1	0	FALSE	10.115	3	3	3	3	1346	146.4	5.17	4.53	3	0			9.2	16.5	19.4	21.4	16.5	20.4	12.5	14.3	15.7	16.1	13.4	15.7	11.3	17.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g2718.t1	Montipora_capitata_KBHIv3___RNAseq.g2718.t1	0	FALSE	12.21	8	4	4	4	493	53.6	8.27	4.14	4	0	169.3	299.7	159.8	224.4	204.8	181.4	206.7	228.3	164.6	143.8	183.3	196.8	150.2	176.2	196.1	208.1	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g25589.t1	Montipora_capitata_KBHIv3___RNAseq.g25589.t1	0	FALSE	9.913	10	2	2	2	358	39.9	6.32	3.8	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g23445.t1	Montipora_capitata_KBHIv3___RNAseq.g23445.t1	0	FALSE	16.834	9	5	5	5	709	81.1	7.42	4.92	5	0		197.9	157.6	168.4	209.7	193.2	245.9	213	188.1	208.5	156.8	137.7	194	214.9	175.9	171.4	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g22920.t1	Montipora_capitata_KBHIv3___RNAseq.g22920.t1	0	FALSE	17.222	3	5	5	5	1971	227.3	7.11	2.94	5	0	442.8		86.8	51.9	98	74.3	133.3	115.6	98.4	111.7	77	71.9	84	82.6	69.9	60.7	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8952.t1	Montipora_capitata_KBHIv3___RNAseq.g8952.t1	0	FALSE	22.411	7	5	6	5	799	88.5	6.98	8.89	5	0		308.9	775.5	488.4	429.5	606.2	532	429.9	416.4	421.2	488	531.3	383.8	247.4	583.7	287.1	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44350.t1	Montipora_capitata_KBHIv3___RNAseq.g44350.t1	0.001	FALSE	3.673	1	1	1	1	1657	186.9	5.26	3.06	1	0																	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44949.t1	Montipora_capitata_KBHIv3___RNAseq.g44949.t1	0	FALSE	8.2	4	3	3	3	674	81.1	7.3	1.96	3	0			17.6	13.8	25.5	21.5	20.3	24.8	22.1	17.2	15	17.4	12.2	14.1	19	17.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g43494.t1	Montipora_capitata_KBHIv3___RNAseq.g43494.t1	0	FALSE	7.153	2	2	2	2	1726	195	6.37	0	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g44348.t1	Montipora_capitata_KBHIv3___RNAseq.g44348.t1	0	FALSE	30.723	31	8	12	8	242	27.7	4.36	10.71	8	0		195	914.6	768.3	420.9	493.8	544.2	510.4	535.6	601.4	782.3	1042.5	844.8	800.6	844.1	938	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19130.t1	Montipora_capitata_KBHIv3___RNAseq.g19130.t1	0	FALSE	6.588	7	2	2	2	394	46	5.3	2.01	2	0			39.2	44.1	35.1	43.7	57.7	49.6	41.7	40.8	58.1	34.7	44.9	74.9	43.2	45.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g19214.t1	Montipora_capitata_KBHIv3___TS.g19214.t1	0	FALSE	9.034	5	3	3	3	583	66.7	7.94	4.32	3	0			16.5	18.6	22.6	21.2	20.1	17.1	22.2	28.3	11.7	16.3	23.2	12.4	16.6	16.1	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g8930.t1	Montipora_capitata_KBHIv3___RNAseq.g8930.t1	0.002	FALSE	3.229	4	1	1	1	331	37.8	7.96	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g6992.t1	Montipora_capitata_KBHIv3___RNAseq.g6992.t1	0.012	FALSE	1.641	2	1	1	1	333	38.3	7.47	2.03	1	0																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g33872.t1	Montipora_capitata_KBHIv3___RNAseq.g33872.t1	0	FALSE	6.45	8	2	2	2	418	45.7	5.03	5.17	2	0																	Not Found	Not Found	Not Found	Not Found	High	Not Found	High	Not Found	Not Found	Not Found	High	Not Found	High	Not Found	High	Not Found	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g3254.t1	Montipora_capitata_KBHIv3___RNAseq.g3254.t1	0.011	FALSE	1.667	2	1	1	1	594	66.3	6.19	0	1	0																	High	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19977.t1	Montipora_capitata_KBHIv3___RNAseq.g19977.t1	0	FALSE	7.604	7	2	2	2	309	33.5	5.96	0	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g34171.t1	Montipora_capitata_KBHIv3___RNAseq.g34171.t1	0.045	FALSE	1.008	2	1	1	1	641	70.7	8.88	0	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19811.t1	Montipora_capitata_KBHIv3___RNAseq.g19811.t1	0	FALSE	9.044	34	3	3	3	108	12.5	9.28	2.6	3	0			112.4	104.4	103.1	95	88.8	100.4	94.4	93.6	123.1	130	103.6	118.6	104.2	108.8	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g25752.t1	Montipora_capitata_KBHIv3___RNAseq.g25752.t1	0	FALSE	16.904	12	7	8	6	585	66.1	6.25	4.7	7	0			185.3	209.8	212.4	250.2	218.8	233.6	205.2	187.6	226.3	187.2	172.3	176	270.1	208.7	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g20912.t1	Montipora_capitata_KBHIv3___RNAseq.g20912.t1	0	FALSE	10.922	6	2	4	2	777	84.4	6.54	11.46	2	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	Not Found	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g4276.t1	Montipora_capitata_KBHIv3___TS.g4276.t1	0.002	FALSE	2.803	1	1	1	1	1223	133.9	8.05	2.68	1	0																	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g19093.t1	Montipora_capitata_KBHIv3___RNAseq.g19093.t1	0	FALSE	13.822	25	4	4	4	224	25.3	4.91	2.46	4	0			108.2	77.2	77.9	99.3	91.9	94.4	89.4	58.1	91	105.9	73.5	65.1	78.4	100.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g27591.t1	Montipora_capitata_KBHIv3___RNAseq.g27591.t1	0	FALSE	13.762	19	3	4	3	144	15.3	10.14	0	3	0			318.2	345.5	261.6	229.3	240.3	219	286.4	189.4	228.5	299.5	223.3	184.3	255	287.6	Not Found	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___TS.g7922.t2	Montipora_capitata_KBHIv3___TS.g7922.t2	0	FALSE	15.696	11	7	7	7	631	71.4	6.55	5.88	7	0		125.5	172.1	174.3	198.1	190.7	275.4	247.9	157.9	164.4	162.3	180.9	227.9	214.6	172.6	217.8	Not Found	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Montipora_capitata_KBHIv3___RNAseq.g26477.t1	Montipora_capitata_KBHIv3___RNAseq.g26477.t1	0	FALSE	7.139	8	3	3	1	327	36	9.55	1.8	3	0																	Not Found	Not Found	High	High	High	High	High	High	Not Found	High	Not Found	Not Found	High	High	High	High	1	
